chr snpid bp cM male_cM female_cM
1 ALGA0006975 170605277 83.4695 95.504 71.435
1 ALGA0006973 170618790 83.4695 95.504 71.435
1 ALGA0006977 170675822 83.4695 95.504 71.435
1 ALGA0006982 170979266 83.4715 95.508 71.435
1 MARC0033388 171017646 83.4715 95.508 71.435
1 ALGA0006991 171052112 83.4715 95.508 71.435
1 ALGA0006996 171120240 83.493 95.539 71.447
1 DRGA0001638 171166693 83.501 95.547 71.455
1 ALGA0006999 171219137 83.5085 95.558 71.459
1 DRGA0001642 171311843 83.528 95.597 71.459
1 ALGA0007002 171545925 83.5355 95.609 71.462
1 AFFX-114729299 171652441 83.5475 95.625 71.47
1 AFFX-115215983 171860729 83.557 95.644 71.47
1 ALGA0007009 171955657 83.561 95.652 71.47
1 MARC0080275 172136167 83.5765 95.683 71.47
1 ASGA0005303 172156509 83.5765 95.683 71.47
1 MARC0033468 172184742 83.5765 95.683 71.47
1 H3GA0003345 172202294 83.5765 95.683 71.47
1 MARC0002276 172219301 83.588 95.706 71.47
1 MARC0068360 172286374 83.596 95.718 71.474
1 MARC0044806 172324460 83.6 95.726 71.474
1 ALGA0007020 172353082 83.6 95.726 71.474
1 ALGA0115186 172426142 83.6 95.726 71.474
1 WU_10.2_1_192315864 172806698 83.6215 95.757 71.486
1 ALGA0007021 172988615 83.629 95.772 71.486
1 DRGA0001676 173146830 83.631 95.776 71.486
1 DRGA0001677 173201602 83.631 95.776 71.486
1 DRGA0001681 173217029 83.631 95.776 71.486
1 MARC0080881 173241334 83.633 95.78 71.486
1 H3GA0003349 173699271 83.633 95.78 71.486
1 H3GA0003350 173749334 83.633 95.78 71.486
1 DRGA0001684 173801989 83.633 95.78 71.486
1 MARC0055716 173838073 83.633 95.78 71.486
1 ALGA0007029 173858164 83.633 95.78 71.486
1 M1GA0001249 173930146 83.633 95.78 71.486
1 MARC0007670 174008560 83.635 95.78 71.49
1 H3GA0003357 174142217 83.635 95.78 71.49
1 INRA0005310 174156779 83.635 95.78 71.49
1 ASGA0005318 174192907 83.635 95.78 71.49
1 INRA0005315 174291087 83.637 95.784 71.49
1 ALGA0007045 174383081 83.639 95.788 71.49
1 MARC0012071 174472783 83.682 95.874 71.49
1 MARC0099736 174528186 83.682 95.874 71.49
1 ASGA0005319 174563721 83.682 95.874 71.49
1 ALGA0007053 174753839 83.682 95.874 71.49
1 ALGA0007054 174992575 83.693 95.885 71.501
1 ASGA0005324 175130260 83.775 96.014 71.536
1 DRGA0001699 175188329 83.777 96.014 71.54
1 DIAS0000673 175215846 83.779 96.018 71.54
1 INRA0005322 175313955 83.7885 96.033 71.544
1 ALGA0007061 175349136 83.7985 96.053 71.544
1 ALGA0007069 175371432 83.806 96.068 71.544
1 ALGA0007070 175456639 83.816 96.088 71.544
1 CASI0010228 175539852 83.816 96.088 71.544
1 MARC0044880 175716971 83.816 96.088 71.544
1 INRA0005325 175742704 83.816 96.088 71.544
1 AFFX-115239560 176020607 83.82 96.096 71.544
1 ALGA0007081 176238932 83.8355 96.127 71.544
1 ALGA0007083 176259059 83.8355 96.127 71.544
1 ALGA0007086 176313592 83.8355 96.127 71.544
1 H3GA0003364 176418354 83.8395 96.135 71.544
1 ASGA0005337 176460073 83.8395 96.135 71.544
1 MARC0094151 176486056 83.8395 96.135 71.544
1 ALGA0007097 176533811 83.8395 96.135 71.544
1 ASGA0005342 176666063 83.8395 96.135 71.544
1 ALGA0007108 176987268 83.851 96.158 71.544
1 DRGA0001714 177048450 83.8705 96.193 71.548
1 ASGA0005344 177247109 83.921 96.294 71.548
1 WU_10.2_1_197857760 177435673 83.933 96.314 71.552
1 DRGA0001722 177517936 83.937 96.322 71.552
1 DRGA0001729 177641009 83.964 96.372 71.556
1 MARC0027476 177843124 83.9855 96.415 71.556
1 MARC0044611 178003578 83.9855 96.415 71.556
1 ALGA0007118 178259543 83.9915 96.423 71.56
1 MARC0054010 178298953 84.003 96.442 71.564
1 DRGA0001741 178372667 84.003 96.442 71.564
1 ALGA0119142 178646539 84.022 96.473 71.571
1 ASGA0005345 178808776 84.024 96.473 71.575
1 ALGA0007119 178835533 84.024 96.473 71.575
1 MARC0028256 178842124 84.034 96.493 71.575
1 ASGA0005351 178874687 84.034 96.493 71.575
1 WU_10.2_1_199274501 178975482 84.065 96.547 71.583
1 MARC0031127 179119267 84.0825 96.582 71.583
1 ASGA0005355 179121585 84.0825 96.582 71.583
1 INRA0005371 179145124 84.1335 96.676 71.591
1 WU_10.2_1_199687896 179301234 84.1335 96.676 71.591
1 ASGA0005361 179602183 84.1645 96.734 71.595
1 INRA0005373 179737309 84.1645 96.734 71.595
1 ALGA0007129 179761208 84.186 96.773 71.599
1 H3GA0003379 179842047 84.2055 96.812 71.599
1 MARC0021233 179852316 84.2055 96.812 71.599
1 INRA0005380 180009749 84.246 96.886 71.606
1 WU_10.2_1_200443531 180101303 84.246 96.886 71.606
1 ASGA0005364 180291105 84.248 96.89 71.606
1 H3GA0053815 180306217 84.248 96.89 71.606
1 ALGA0113685 180321699 84.248 96.89 71.606
1 ALGA0007133 180432358 84.289 96.968 71.61
1 ALGA0007136 180466907 84.2965 96.983 71.61
1 ASGA0005365 180686444 84.2985 96.983 71.614
1 ALGA0007138 180740208 84.2985 96.983 71.614
1 ASGA0005369 180776537 84.3435 97.061 71.626
1 ASGA0005375 180853163 84.3435 97.061 71.626
1 M1GA0001252 180878174 84.3435 97.061 71.626
1 ALGA0007147 180902764 84.3435 97.061 71.626
1 M1GA0001253 180934106 84.433 97.221 71.645
1 H3GA0003384 180999213 84.433 97.221 71.645
1 ALGA0007150 181075670 84.435 97.225 71.645
1 ASGA0005379 181105514 84.435 97.225 71.645
1 M1GA0001254 181186813 84.437 97.229 71.645
1 ALGA0007158 181305792 84.478 97.311 71.645
1 ALGA0007160 181366980 84.4815 97.318 71.645
1 DIAS0001688 181648737 84.511 97.377 71.645
1 ALGA0007171 181675190 84.511 97.377 71.645
1 DIAS0001576 181702614 84.511 97.377 71.645
1 ASGA0005396 181716972 84.511 97.377 71.645
1 DRGA0001777 182054802 84.5675 97.49 71.645
1 WU_10.2_1_202389356 182083596 84.5695 97.494 71.645
1 ASGA0005399 182153319 84.5695 97.494 71.645
1 WU_10.2_1_202674735 182404193 84.6045 97.544 71.665
1 INRA0005437 182456283 84.6065 97.548 71.665
1 WU_10.2_1_202802125 182531583 84.6185 97.572 71.665
1 ALGA0007194 182756343 84.6185 97.572 71.665
1 ALGA0007195 182786139 84.6185 97.572 71.665
1 ALGA0007197 182814511 84.624 97.583 71.665
1 ASGA0005404 182905980 84.626 97.587 71.665
1 H3GA0003405 182937611 84.6395 97.614 71.665
1 ASGA0005405 182966029 84.6475 97.626 71.669
1 ALGA0007215 183177984 84.675 97.681 71.669
1 ALGA0007216 183279355 84.675 97.681 71.669
1 ASGA0005406 183364305 84.6785 97.688 71.669
1 ASGA0005409 183392829 84.6805 97.692 71.669
1 ASGA0104074 183471934 84.723 97.77 71.676
1 MARC0009706 183629593 84.799 97.918 71.68
1 MARC0002572 183673994 84.799 97.918 71.68
1 ALGA0007224 183697613 84.799 97.918 71.68
1 ALGA0007226 183719835 84.799 97.918 71.68
1 DIAS0000210 183797759 84.799 97.918 71.68
1 ALGA0007219 183830845 84.803 97.926 71.68
1 ASGA0005414 183924206 84.811 97.942 71.68
1 DRGA0001792 183944280 84.9005 98.117 71.684
1 ALGA0007237 183994211 85.0585 98.421 71.696
1 ALGA0007238 184018093 85.1095 98.523 71.696
1 M1GA0001259 184142784 85.1465 98.589 71.704
1 MARC0023454 184318941 85.1465 98.589 71.704
1 ALGA0007251 184421568 85.1505 98.597 71.704
1 H3GA0003418 184443840 85.1505 98.597 71.704
1 MARC0056056 184465493 85.1525 98.601 71.704
1 ALGA0007253 184510294 85.1525 98.601 71.704
1 H3GA0003422 184542409 85.1545 98.605 71.704
1 ALGA0118718 184690384 85.1545 98.605 71.704
1 ALGA0007263 184762708 85.158 98.608 71.708
1 ALGA0007265 184802857 85.16 98.612 71.708
1 ASGA0005436 184881046 85.1815 98.655 71.708
1 DRGA0001801 184974708 85.1815 98.655 71.708
1 ALGA0007272 185014776 85.1855 98.663 71.708
1 ALGA0007278 185131222 85.2005 98.69 71.711
1 MARC0058373 185207182 85.232 98.745 71.719
1 ASGA0005442 185245368 85.232 98.745 71.719
1 ALGA0007287 185277656 85.2355 98.752 71.719
1 MARC0001775 185319425 85.2885 98.838 71.739
1 MARC0069419 185385768 85.296 98.846 71.746
1 DRGA0001807 185436305 85.335 98.9 71.77
1 ASGA0005446 185648462 85.349 98.928 71.77
1 H3GA0003435 185661623 85.3725 98.967 71.778
1 ASGA0005449 185683388 85.3835 98.982 71.785
1 ALGA0007303 185721204 85.884 99.885 71.883
1 ALGA0007305 185861180 85.9055 99.924 71.887
1 ALGA0007312 186031996 85.9155 99.944 71.887
1 ALGA0122592 186269598 85.9155 99.944 71.887
1 ALGA0007316 186304973 85.927 99.967 71.887
1 ALGA0007323 186594693 85.937 99.987 71.887
1 H3GA0003447 186640899 85.9485 100.01 71.887
1 H3GA0003450 186663322 85.96 100.033 71.887
1 MARC0036774 186695217 85.9815 100.076 71.887
1 AFFX-114598808 186763738 86.0785 100.259 71.898
1 AFFX-115134742 186959522 86.1725 100.435 71.91
1 ASGA0005465 187149247 86.194 100.478 71.91
1 ALGA0007327 187174070 86.2305 100.551 71.91
1 INRA0005554 187291526 86.2465 100.579 71.914
1 ALGA0007333 187584813 86.254 100.594 71.914
1 ASGA0005468 187852669 86.33 100.723 71.937
1 ALGA0007337 187918961 86.4745 101.008 71.941
1 INRA0005577 187999838 86.5835 101.168 71.999
1 ALGA0007345 188041211 86.5835 101.168 71.999
1 DRGA0001818 188084376 86.587 101.175 71.999
1 ALGA0007347 188277777 86.589 101.179 71.999
1 ALGA0007349 188297069 86.591 101.183 71.999
1 H3GA0003467 188408473 86.593 101.187 71.999
1 ALGA0007352 188475684 86.593 101.187 71.999
1 ASGA0105799 188618706 86.595 101.191 71.999
1 ASGA0091065 188618837 86.63 101.257 72.003
1 ALGA0103740 188656334 86.63 101.257 72.003
1 DIAS0002224 188712112 86.8195 101.581 72.058
1 ASGA0005486 188763689 86.8195 101.581 72.058
1 ALGA0007355 188839895 86.8255 101.593 72.058
1 ASGA0005489 188903236 86.8255 101.593 72.058
1 ALGA0007360 188969445 86.8315 101.605 72.058
1 ALGA0007361 189012475 86.8315 101.605 72.058
1 WU_10.2_1_210458262 189349655 86.839 101.62 72.058
1 ALGA0007366 189512572 86.839 101.62 72.058
1 DIAS0000842 189746308 86.8545 101.651 72.058
1 ALGA0007369 189869729 86.8545 101.651 72.058
1 ALGA0007370 189962474 86.8545 101.651 72.058
1 ALGA0007372 190002868 86.8585 101.655 72.062
1 ASGA0005491 190031125 86.993 101.92 72.066
1 AFFX-115168456 190220898 86.993 101.92 72.066
1 WU_10.2_1_211802698 190424331 87.0025 101.936 72.069
1 ALGA0007377 190500602 87.0065 101.94 72.073
1 WU_10.2_1_212165236 190659277 87.0065 101.94 72.073
1 ASGA0093417 190779271 87.0105 101.944 72.077
1 WU_10.2_1_212483076 191048963 87.0105 101.944 72.077
1 ASGA0091080 191163650 87.0105 101.944 72.077
1 ASGA0097664 191367372 87.0395 102.002 72.077
1 ASGA0091058 191369940 87.0395 102.002 72.077
1 ASGA0090125 191408870 87.0395 102.002 72.077
1 ALGA0007387 191621575 87.0475 102.018 72.077
1 DBMA0000170 191659915 87.0475 102.018 72.077
1 MARC0045253 191725655 87.0475 102.018 72.077
1 MARC0036886 191753509 87.0495 102.022 72.077
1 INRA0005602 191774053 87.059 102.041 72.077
1 INRA0005606 191825583 87.067 102.057 72.077
1 M1GA0001276 191954596 87.069 102.061 72.077
1 ASGA0005503 192008668 87.069 102.061 72.077
1 INRA0005616 192081290 87.069 102.061 72.077
1 ASGA0005505 192113247 87.069 102.061 72.077
1 ASGA0005506 192125088 87.069 102.061 72.077
1 ASGA0005511 192153629 87.069 102.061 72.077
1 ASGA0005512 192169262 87.069 102.061 72.077
1 ASGA0005514 192223320 87.1175 102.158 72.077
1 ASGA0005518 192401421 87.127 102.177 72.077
1 ASGA0005519 192418422 87.129 102.181 72.077
1 ASGA0005521 192494684 87.133 102.189 72.077
1 ASGA0005520 192522425 87.133 102.189 72.077
1 ASGA0005524 192578784 87.133 102.189 72.077
1 ALGA0007427 192643845 87.135 102.193 72.077
1 ALGA0007429 192653248 87.139 102.201 72.077
1 ALGA0007430 192679093 87.139 102.201 72.077
1 H3GA0003498 192716386 87.139 102.201 72.077
1 H3GA0003500 192874097 87.174 102.267 72.081
1 ALGA0007438 192995662 87.1955 102.31 72.081
1 MARC0022267 193040387 87.1955 102.31 72.081
1 MARC0099703 193189753 87.207 102.329 72.085
1 MARC0080374 193212545 87.207 102.329 72.085
1 ALGA0007453 193377210 87.217 102.345 72.089
1 ALGA0007455 193394663 87.217 102.345 72.089
1 INRA0005658 193490727 87.221 102.353 72.089
1 ALGA0007457 193496717 87.221 102.353 72.089
1 MARC0087576 193516679 87.221 102.353 72.089
1 ALGA0007463 193556894 87.2245 102.36 72.089
1 H3GA0003509 193581613 87.25 102.411 72.089
1 ALGA0007460 193604306 87.25 102.411 72.089
1 H3GA0003511 193629132 87.25 102.411 72.089
1 MARC0027595 193697964 87.2595 102.43 72.089
1 ALGA0007465 193873797 87.328 102.563 72.093
1 ASGA0005541 193940658 87.3375 102.578 72.097
1 H3GA0003515 194087629 87.3475 102.598 72.097
1 H3GA0003518 194303964 87.3535 102.61 72.097
1 ALGA0007479 194358749 87.357 102.617 72.097
1 ALGA0007474 194450043 87.357 102.617 72.097
1 AFFX-114799502 194532144 87.427 102.726 72.128
1 ALGA0007489 194962762 87.435 102.742 72.128
1 ALGA0007491 195003570 87.435 102.742 72.128
1 AFFX-115282337 195510691 87.4525 102.777 72.128
1 INRA0005701 195898917 87.4565 102.785 72.128
1 WU_10.2_1_218480063 196032083 87.468 102.808 72.128
1 DRGA0002298 196374576 87.4855 102.835 72.136
1 WU_10.2_1_279799086 196470844 87.4875 102.839 72.136
1 MARC0045252 196496653 87.4915 102.847 72.136
1 ALGA0007515 196538948 87.515 102.894 72.136
1 ALGA0007513 196602399 87.515 102.894 72.136
1 ALGA0007511 196627800 87.5365 102.937 72.136
1 INRA0005707 196655180 87.5365 102.937 72.136
1 AFFX-115034796 197024429 87.569 102.995 72.143
1 MARC0073760 197180209 87.577 103.011 72.143
1 DRGA0001835 197398918 87.6005 103.05 72.151
1 DRGA0001836 197440774 87.6005 103.05 72.151
1 DRGA0001841 197608882 87.604 103.057 72.151
1 ALGA0007526 197647743 87.604 103.057 72.151
1 ALGA0007530 197756587 87.604 103.057 72.151
1 ALGA0007531 197804176 87.606 103.061 72.151
1 ALGA0007533 197821440 87.606 103.061 72.151
1 INRA0005719 197851835 87.606 103.061 72.151
1 ALGA0007539 197974601 87.606 103.061 72.151
1 ASGA0005549 198012930 87.616 103.081 72.151
1 ALGA0007541 198073957 87.616 103.081 72.151
1 ALGA0007544 198154616 87.616 103.081 72.151
1 DRGA0001848 198173936 87.616 103.081 72.151
1 DRGA0001849 198191199 87.616 103.081 72.151
1 DRGA0001852 198376963 87.616 103.081 72.151
1 INRA0005724 198450596 87.616 103.081 72.151
1 INRA0005725 198480355 87.616 103.081 72.151
1 ALGA0007548 198584818 87.6255 103.096 72.155
1 AFFX-114848300 198880229 87.659 103.151 72.167
1 MARC0071586 199021279 87.6665 103.162 72.171
1 MARC0111417 199181627 87.686 103.19 72.182
1 DRGA0001859 199381310 87.6895 103.197 72.182
1 DRGA0001863 199526068 87.6895 103.197 72.182
1 WU_10.2_1_222840016 199790986 87.6895 103.197 72.182
1 DRGA0001865 199955034 87.6935 103.201 72.186
1 DRGA0001867 199998859 87.6935 103.201 72.186
1 DRGA0001871 200394914 87.7015 103.213 72.19
1 MARC0042482 200586647 87.7015 103.213 72.19
1 DRGA0001874 200717691 87.7075 103.225 72.19
1 MARC0085717 200770708 87.7095 103.229 72.19
1 MARC0011360 200787134 87.713 103.236 72.19
1 DRGA0001878 200881317 87.721 103.244 72.198
1 H3GA0003538 200959991 87.721 103.244 72.198
1 DRGA0001879 200999485 87.725 103.248 72.202
1 ALGA0007568 201079649 87.725 103.248 72.202
1 INRA0005750 201247364 87.737 103.268 72.206
1 WU_10.2_1_224608883 201288126 87.758 103.299 72.217
1 ALGA0007572 201569384 87.7655 103.314 72.217
1 M1GA0001282 201591993 87.7695 103.318 72.221
1 WU_10.2_1_225432590 201813607 87.828 103.404 72.252
1 WU_10.2_1_226042270 202460760 87.9255 103.536 72.315
1 ALGA0007580 202568492 87.9255 103.536 72.315
1 ALGA0007583 202703154 87.968 103.606 72.33
1 ASGA0005571 202762089 88.115 103.876 72.354
1 ALGA0007591 202824348 88.2355 104.09 72.381
1 INRA0005770 202846173 88.253 104.125 72.381
1 ALGA0007595 202874484 88.253 104.125 72.381
1 ASGA0005574 202913952 88.3095 104.223 72.396
1 ALGA0007602 202929125 88.311 104.226 72.396
1 MARC0105437 202955001 88.3445 104.289 72.4
1 MARC0054994 203053267 88.487 104.511 72.463
1 ALGA0007609 203192355 88.522 104.581 72.463
1 MARC0068190 203275873 88.5565 104.643 72.47
1 ASGA0005581 203367107 88.5765 104.675 72.478
1 ALGA0007613 203432031 88.586 104.694 72.478
1 MARC0015301 203632016 88.5995 104.717 72.482
1 DRGA0001901 203782429 88.6135 104.741 72.486
1 MARC0052458 203877649 88.7045 104.904 72.505
1 AFFX-115153621 203960321 88.7105 104.916 72.505
1 INRA0005792 204366919 88.726 104.943 72.509
1 ASGA0005590 204419840 88.7475 104.978 72.517
1 MARC0018995 204535485 88.7475 104.978 72.517
1 ALGA0007633 204591495 88.7495 104.982 72.517
1 MARC0037014 204613927 88.8415 105.123 72.56
1 MARC0046138 204652721 89.3135 105.931 72.696
1 ALGA0007638 204756911 89.3235 105.931 72.716
1 ASGA0005594 204807320 89.3235 105.931 72.716
1 ALGA0007641 204878749 89.3235 105.931 72.716
1 H3GA0003575 204904961 89.3385 105.954 72.723
1 ALGA0007645 205091755 89.37 106.005 72.735
1 ALGA0007649 205133313 89.3915 106.04 72.743
1 ALGA0007651 205208449 89.397 106.051 72.743
1 H3GA0003586 205280814 89.399 106.055 72.743
1 INRA0005810 205351880 89.401 106.059 72.743
1 DRGA0001918 205598064 89.403 106.063 72.743
1 ALGA0007674 205710447 89.403 106.063 72.743
1 ASGA0005619 205738686 89.405 106.063 72.747
1 ALGA0007681 205764731 89.405 106.063 72.747
1 INRA0005826 205783606 89.405 106.063 72.747
1 ALGA0007686 205854430 89.4245 106.094 72.755
1 MARC0021916 205981839 89.4415 106.125 72.758
1 INRA0005837 206082540 89.4475 106.137 72.758
1 H3GA0003605 206267344 89.4575 106.153 72.762
1 ALGA0007707 206289681 89.4575 106.153 72.762
1 M1GA0001288 206310423 89.4575 106.153 72.762
1 MARC0091785 206324996 89.4575 106.153 72.762
1 MARC0014094 206345822 89.465 106.164 72.766
1 MARC0087403 206473996 89.5745 106.336 72.813
1 ASGA0093811 206498464 89.59 106.363 72.817
1 INRA0005852 206685608 89.6345 106.429 72.84
1 ALGA0007718 206748567 89.662 106.468 72.856
1 CASI0006817 206845864 89.7085 106.55 72.867
1 AFFX-115146474 207061961 89.7125 106.554 72.871
1 H3GA0003611 207290739 89.7125 106.554 72.871
1 DRGA0001924 207313146 89.722 106.573 72.871
1 DRGA0001925 207473119 89.728 106.585 72.871
1 MARC0031246 207513753 89.73 106.589 72.871
1 ALGA0007741 207583837 89.732 106.593 72.871
1 ASGA0005661 207641005 89.7395 106.6 72.879
1 ASGA0005663 207698261 89.7595 106.624 72.895
1 ALGA0007749 207765399 89.802 106.702 72.902
1 H3GA0003622 208054784 89.843 106.76 72.926
1 MARC0050962 208489759 89.8505 106.764 72.937
1 MARC0025913 208619767 89.8605 106.78 72.941
1 ALGA0007768 208651542 89.8605 106.78 72.941
1 INRA0005879 208671973 89.8605 106.78 72.941
1 MARC0095069 208732770 89.876 106.803 72.949
1 MARC0112311 208756533 89.876 106.803 72.949
1 ALGA0007772 208784006 89.876 106.803 72.949
1 INRA0005883 208856354 89.9265 106.904 72.949
1 MARC0025508 208965095 89.9285 106.908 72.949
1 ALGA0007776 209034975 89.946 106.931 72.961
1 ASGA0005674 209150634 89.948 106.931 72.965
1 BGIS0007074 209234786 89.95 106.935 72.965
1 ALGA0007788 209378470 89.962 106.959 72.965
1 ALGA0007789 209406072 89.9755 106.986 72.965
1 MARC0059580 209436670 89.9755 106.986 72.965
1 ALGA0007793 209520240 89.9755 106.986 72.965
1 MARC0033132 209543489 89.9755 106.986 72.965
1 MARC0114708 209634970 89.999 107.029 72.969
1 H3GA0003639 209668505 89.999 107.029 72.969
1 ALGA0007798 209767397 89.999 107.029 72.969
1 ASGA0005681 209948568 90.024 107.076 72.972
1 ALGA0007803 210090752 90.024 107.076 72.972
1 ALGA0007805 210114735 90.024 107.076 72.972
1 ALGA0007808 210727572 90.024 107.076 72.972
1 H3GA0003644 210799217 90.024 107.076 72.972
1 ALGA0007812 210827983 90.024 107.076 72.972
1 ALGA0007813 210867423 90.024 107.076 72.972
1 MARC0035313 210897319 90.024 107.076 72.972
1 ALGA0007815 211009964 90.024 107.076 72.972
1 WU_10.2_1_235051798 211193385 90.024 107.076 72.972
1 AFFX-114804492 211424440 90.0395 107.107 72.972
1 AFFX-114999398 211486372 90.0395 107.107 72.972
1 AFFX-114765632 211613437 90.0395 107.107 72.972
1 DRGA0001945 211903410 90.0395 107.107 72.972
1 WU_10.2_1_236249595 211925995 90.0415 107.111 72.972
1 ALGA0007819 212065487 90.043 107.114 72.972
1 MARC0044032 212147846 90.057 107.142 72.972
1 MARC0040272 212255704 90.057 107.142 72.972
1 ALGA0007825 212398959 90.057 107.142 72.972
1 ALGA0007831 212652635 90.059 107.146 72.972
1 ALGA0007833 212720828 90.059 107.146 72.972
1 WU_10.2_1_237432746 212867918 90.059 107.146 72.972
1 AFFX-114799951 213041990 90.0605 107.149 72.972
1 WU_10.2_1_237884622 213093951 90.0605 107.149 72.972
1 ASGA0005686 213188617 90.0605 107.149 72.972
1 H3GA0003648 213255117 90.0745 107.177 72.972
1 ASGA0005688 213398338 90.0745 107.177 72.972
1 DRGA0001948 213451743 90.0745 107.177 72.972
1 MARC0082691 213567963 90.078 107.184 72.972
1 INRA0005930 213600116 90.078 107.184 72.972
1 ALGA0007847 213743531 90.084 107.196 72.972
1 WU_10.2_1_238927793 213814512 90.1035 107.223 72.984
1 M1GA0001298 213948696 90.1055 107.227 72.984
1 ASGA0005692 214032391 90.1115 107.235 72.988
1 MARC0097782 214055084 90.1115 107.235 72.988
1 ASGA0005696 214148407 90.1155 107.243 72.988
1 ASGA0005698 214193911 90.131 107.262 73
1 INRA0005938 214241377 90.133 107.266 73
1 ALGA0007864 214359980 90.135 107.27 73
1 H3GA0003654 214388341 90.147 107.29 73.004
1 MARC0086022 214461999 90.147 107.29 73.004
1 MARC0110104 214485417 90.147 107.29 73.004
1 ALGA0007870 214634063 90.158 107.305 73.011
1 ALGA0007873 214641669 90.158 107.305 73.011
1 MARC0055965 214762583 90.166 107.321 73.011
1 WU_10.2_1_240215519 214803507 90.1875 107.348 73.027
1 ALGA0007880 215008801 90.1935 107.36 73.027
1 ASGA0005703 215031222 90.199 107.371 73.027
1 ALGA0007881 215067709 90.199 107.371 73.027
1 ALGA0007884 215295091 90.203 107.379 73.027
1 ASGA0005710 215373992 90.203 107.379 73.027
1 DRGA0001952 215454308 90.203 107.379 73.027
1 ALGA0007890 215505011 90.203 107.379 73.027
1 ASGA0005713 215568219 90.209 107.391 73.027
1 INRA0005966 215617047 90.209 107.391 73.027
1 ALGA0007891 215675622 90.2205 107.41 73.031
1 MARC0089121 215687229 90.2265 107.418 73.035
1 WU_10.2_1_241403508 215847916 90.238 107.441 73.035
